INSTNM	lon	lat	State
Ohio College of Massotherapy Inc	-81.65690388	41.13047202	OH
Ohio Technical College	-81.65737791	41.5188131	OH
Ohio Dominican University	-82.94050318	39.99265775	OH
Brightwood College-Dayton	-84.22528355	39.71412064	OH
Ohio Northern University	-83.82744551	40.76620785	OH
Ohio State University Agricultural Technical Institute	-81.92250394	40.77529495	OH
Ohio State University-Lima Campus	-84.02619957	40.73783584	OH
Ohio State University-Mansfield Campus	-82.57867714	40.79726692	OH
Ohio State University-Marion Campus	-83.09060128	40.57778686	OH
Ohio State University-Newark Campus	-82.44799604	40.06836079	OH
Ohio State Beauty Academy	-84.16443961	40.76170484	OH
Ohio State College of Barber Styling	-82.87757016	39.97611575	OH
The Spa School	-83.01867121	40.06539176	OH
Ohio State School of Cosmetology-Canal Winchester	-82.83197014	39.85661573	OH
Ohio State University-Main Campus	-83.0090052	39.99839675	OH
Ohio University-Eastern Campus	-80.97607659	40.07339986	OH
Ohio University-Chillicothe Campus	-83.00499415	39.32808362	OH
Ohio University-Southern Campus	-82.66689799	38.52512248	OH
Ohio University-Lancaster Campus	-82.58607306	39.73875972	OH
Ohio University-Main Campus	-82.10098888	39.32680566	OH
Ohio University-Zanesville Campus	-82.0310669	39.96098779	OH
Ohio Valley College of Technology	-80.57206651	40.67960799	OH
Trinity Health System School of Nursing	-80.6253155	40.35504693	OH
Ohio Wesleyan University	-83.06791625	40.2969198	OH
Otterbein University	-82.93644819	40.12533478	OH
Owens Community College	-83.5360275	41.58828002	OH
Paramount Beauty Academy	-82.9793551	38.73904651	OH
Cuyahoga Valley Career Center	-81.62537889	41.34456307	OH
Payne Theological Seminary	-83.88487545	39.71529366	OH
Pontifical College Josephinum	-83.01899422	40.11997477	OH
Professional Skills Institute	-83.67241254	41.58401601	OH
Firelands Regional Medical Center School of Nursing	-82.71189423	41.43719803	OH
Rabbinical College Telshe	-81.48439387	41.59344112	OH
Raphael's School of Beauty Culture Inc-Niles	-80.73962961	41.20449108	OH
Fortis College-Centerville	-84.14605052	39.64437163	OH
University of Rio Grande	-82.37736293	38.88058757	OH
Advertising Art Educational Services DBA School of Advertising Art	-84.13443952	39.68085564	OH
Shawnee State University	-82.99536111	38.73091651	OH
Sinclair Community College	-84.20063254	39.75760565	OH
Gallipolis Career College	-82.25684589	38.84303056	OH
Daymar College-New Boston	-82.93776709	38.75123652	OH
Daymar College-Jackson	-82.62406302	39.03678958	OH
Daymar College-Columbus	-82.91620517	39.91594774	OH
Daymar College-Chillicothe	-83.00270415	39.36260863	OH
Brown Mackie College-Cincinnati	-84.45701458	39.25597054	OH
Brown Mackie College-Akron	-81.59045286	41.09685402	OH
Stark State College	-81.43780179	40.86933999	OH
Stautzenberger College-Maumee	-83.68506454	41.58344801	OH
Franciscan University of Steubenville	-80.62309751	40.37609393	OH
Southern State Community College	-83.61408933	39.23693158	OH
Terra State Community College	-83.15858736	41.35314499	OH
Tiffin Academy of Hair Design	-83.17604935	41.11457195	OH
Tiffin University	-83.18355435	41.11920095	OH
University of Toledo	-83.61471853	41.66058003	OH
Tri-State Bible College	-82.57989096	38.42624547	OH
Tri-County Adult Career Center	-82.21055792	39.43320968	OH
Tri-Rivers Career Center	-83.06982827	40.58308486	OH
ITT Technical Institute-Spokane Valley	-117.222227	47.67530817	WA
Bastyr University	-122.2517229	47.72994063	WA
Gene Juarez Academy of Beauty-Mountlake Terrace	-122.3128289	47.77917963	WA
Bates Technical College	-122.4464268	47.25153659	WA
Lake Washington Institute of Technology	-122.1671459	47.70508264	WA
Lower Columbia College	-122.9376677	46.14280547	WA
Trinity Lutheran College	-122.207678	47.98033365	WA
BJ's Beauty & Barber College	-122.2233268	47.30807861	WA
BJ's Beauty & Barber College	-122.4836378	47.20936658	WA
North Seattle College	-122.3349649	47.69976562	WA
Northwest University	-122.1927779	47.65795063	WA
Olympic College	-122.6357659	47.57509858	WA
Perry Technical Institute	-120.5379904	46.57149775	WA
Pacific Lutheran University	-122.4404358	47.14516558	WA
Peninsula College	-123.4124952	48.10062352	WA
University of Puget Sound	-122.4797288	47.26365658	WA
Renton Technical College	-122.1763178	47.48921163	WA
Saint Martin's University	-122.8154558	47.04075553	WA
South Seattle College	-122.3526869	47.54750561	WA
Seattle Central College	-122.3214869	47.61668062	WA
Everest College-Seattle	-122.3333609	47.70842862	WA
Seattle Pacific University	-122.3629379	47.64934362	WA
Seattle University	-122.3197149	47.61014362	WA
Shoreline Community College	-122.3585699	47.74859762	WA
Skagit Valley College	-122.3102141	48.43724066	WA
South Puget Sound Community College	-122.9294199	47.02347752	WA
Spokane Community College	-117.360971	47.67257716	WA
Spokane Falls Community College	-117.4635521	47.67674715	WA
Stylemaster College of Hair Design	-122.9348407	46.13591047	WA
Tacoma Community College	-122.5210718	47.24637458	WA
Walla Walla Community College	-118.2765189	46.07856295	WA
Walla Walla University	-118.3897849	46.04700594	WA
Washington State University	-117.1581818	46.73045411	WA
University of Washington-Seattle Campus	-122.3131299	47.65621862	WA
Wenatchee Valley College	-120.3348275	47.43093682	WA
Everest College-Vancouver	-122.5364765	45.62152849	WA
Western Washington University	-122.4848882	48.73724166	WA
Whatcom Community College	-122.4958472	48.79592866	WA
Whitman College	-118.3301739	46.07135594	WA
Whitworth University	-117.4180921	47.75370516	WA
Yakima Valley College	-120.5285394	46.58610375	WA
Alderson Broaddus University	-80.04773124	39.15807472	WV
Appalachian Beauty School	-82.28586282	37.66985933	KY
Appalachian Bible College	-81.20115351	37.85334641	WV
B M Spurr School of Practical Nursing	-80.75317651	39.94623584	WV
Ben Franklin Career Center	-81.75353371	38.36724149	WV
Bethany College	-80.56005947	40.2058269	WV
Bluefield State College	-81.23543148	37.26688729	WV
Cabell County Career Technology Center	-82.3724219	38.40325147	WV
Charleston School of Beauty Culture	-81.63467867	38.35017549	WV
University of Charleston	-81.61867066	38.33258449	WV
Clarksburg Beauty Academy and School of Massage Therapy	-80.33839434	39.27997173	WV
Concord University	-81.00669942	37.42373033	WV
Davis & Elkins College	-79.84639417	38.92870068	WV
Fairmont State University	-80.1618473	39.48593278	WV
Glenville State College	-80.83360047	38.93534864	WV
Huntington Junior College	-82.44306392	38.42014947	WV
James Rumsey Technical Institute	-77.97858563	39.53280788	WV
Ralph R Willis Career and Technical Center	-81.94289373	37.82694738	WV
Marshall University	-82.42896791	38.42248947	WV
Mercer County Technical Education Center	-81.10465044	37.36003132	WV
Meredith Manor International Equestrian Center	-81.40029966	39.29966769	WV
Monongalia County Technical Education Center	-79.95727825	39.61117281	WV
Morgantown Beauty College Inc	-79.95432125	39.62886281	WV
Mountain State College	-81.54872171	39.27318968	WV
Opportunities Industrialization Center	-80.14497929	39.48504078	WV
Ohio Valley University	-81.53781171	39.31245469	WV
West Virginia University at Parkersburg	-81.50619569	39.21638667	WV
Potomac State College of West Virginia University	-78.98317793	39.43694282	WV
Academy of Careers and Technology	-81.16861249	37.7997824	WV
Salem International University	-80.57177041	39.28863972	WV
Shepherd University	-77.80484657	39.43432686	WV
Southern West Virginia Community and Technical College	-82.02301775	37.85176338	WV
Fred W Eberle Technical Center	-80.22528129	39.00191568	WV
West Virginia School of Osteopathic Medicine	-80.43864727	37.80388643	WV
West Virginia State University	-81.76503771	38.38054849	WV
West Virginia University Hospital Departments of Rad Tech and Nutrition	-79.95796225	39.65427682	WV
West Liberty University	-80.60405748	40.16248089	WV
West Virginia University Institute of Technology	-81.32520256	38.17943447	WV
West Virginia Wesleyan College	-80.21709728	38.99048368	WV
West Virginia Business College-Wheeling	-80.72366651	40.06921587	WV
West Virginia Junior College-Charleston	-81.63436167	38.34793649	WV
West Virginia Junior College-Morgantown	-79.95480625	39.63264782	WV
International Beauty School 4	-77.96489362	39.45458086	WV
West Virginia Northern Community College	-80.72155151	40.06374387	WV
West Virginia University	-79.95439425	39.63437882	WV
Wheeling Jesuit University	-80.6908075	40.07088087	WV
Wood County School of Practical Nursing	-81.50573369	39.21676767	WV
Advanced Institute of Hair Design-Glendale	-87.91638196	43.12092805	WI
VICI Aveda Institute	-88.04784699	42.96914601	WI
Alverno College	-87.96550396	42.98352602	WI
Madison Area Technical College	-89.32792738	43.12183796	WI
Bellin College	-87.92172812	44.46828526	WI
Beloit College	-89.03147623	42.50363788	WI
Blackhawk Technical College	-89.01616723	42.59322489	WI
Cardinal Stritch University	-87.90905096	43.13976005	WI
Carroll University	-88.22796804	43.00465501	WI
Carthage College	-87.82071188	42.62290097	WI
Columbia College of Nursing	-87.91828896	43.09732604	WI
Concordia University-Wisconsin	-87.91663398	43.25422507	WI
Edgewood College	-89.4221284	43.05873495	WI
Fox Valley Technical College	-88.45893626	44.2831822	WI
Gateway Technical College	-87.84670089	42.60568496	WI
Gill-Tech Academy of Hair Design	-88.48430626	44.2612172	WI
The Professional Hair Design Academy	-91.46172121	44.78338209	WI
ITT Technical Institute-Greenfield	-87.99335897	42.96001402	WI
Lakeland University	-87.88496203	43.84187117	WI
Lakeshore Technical College	-87.754546	43.92478219	WI
Lawrence University	-88.39782824	44.2613312	WI
Maranatha Baptist University	-88.73506121	43.19571701	WI
Marian University	-88.42064419	43.77741912	WI
Marquette University	-87.92796696	43.03903803	WI
Medical College of Wisconsin	-88.02270399	43.04411603	WI
Mid-State Technical College	-89.78345566	44.39122714	WI
Milwaukee Area Technical College	-87.92082396	43.04359803	WI
Milwaukee Institute of Art & Design	-87.90793095	43.03092503	WI
Milwaukee School of Engineering	-87.90769695	43.04537203	WI
Moraine Park Technical College	-88.41766219	43.78523213	WI
Mount Mary University	-88.03059999	43.07231103	WI
Nashotah House	-88.42374911	43.08220101	WI
Nicolet Area Technical College	-89.42506171	45.60955035	WI
Northcentral Technical College	-89.6484257	44.98484524	WI
Northeast Wisconsin Technical College	-88.10568118	44.52647526	WI
Northland College	-90.87499828	46.57899139	WI
Ripon College	-88.84260632	43.84239111	WI
Sacred Heart Seminary and School of Theology	-88.04438598	42.910837	WI
Saint Norbert College	-88.06730716	44.44465925	WI
Silver Lake College of the Holy Family	-87.74296702	44.07104621	WI
State College of Beauty Culture Inc	-89.61806868	44.93691923	WI
Southwest Wisconsin Technical College	-90.63772074	42.97624586	WI
Bryant & Stratton College-Milwaukee	-87.91529196	43.03918403	WI
University of Wisconsin Colleges	-89.39859639	43.06822195	WI
Viterbo University	-91.24410202	43.80229895	WI
Chippewa Valley Technical College	-91.50568222	44.79487509	WI
Waukesha County Technical College	-88.25881106	43.07012002	WI
Western Technical College	-91.24625602	43.81515495	WI
University of Wisconsin-Whitewater	-88.74237418	42.83557095	WI
Wisconsin Indianhead Technical College	-91.91649147	45.7478392	WI
Wisconsin School of Professional Psychology	-88.026741	43.10506204	WI
Paul Mitchell the School-Green Bay	-88.11510718	44.46808125	WI
University of Wisconsin-Eau Claire	-91.50043922	44.79843909	WI
University of Wisconsin-Green Bay	-87.91997913	44.53230627	WI
University of Wisconsin-La Crosse	-91.23015602	43.81530295	WI
Wisconsin Lutheran College	-88.02272399	43.03695103	WI
University of Wisconsin-Oshkosh	-88.54928825	44.02499315	WI
University of Wisconsin-Parkside	-87.8552369	42.64772597	WI
Herzing University-Madison	-89.29162337	43.14362997	WI
University of Wisconsin-Stout	-91.92666035	44.87319507	WI
University of Wisconsin-Superior	-92.09101466	46.71763733	WI
University of Wisconsin-System Administration	-89.4067154	43.07511095	WI
University of Wisconsin-Madison	-89.4053624	43.07386595	WI
University of Wisconsin-Milwaukee	-87.88049395	43.07685604	WI
University of Wisconsin-Platteville	-90.49271568	42.73394383	WI
University of Wisconsin-River Falls	-92.62532355	44.85265502	WI
University of Wisconsin-Stevens Point	-89.57094062	44.52959017	WI
Casper College	-106.3270178	42.83052372	WY
Central Wyoming College	-108.4270213	43.03049857	WY
Eastern Wyoming College	-104.1908332	42.07936079	WY
Laramie County Community College	-104.7809832	41.10388062	WY
Northwest College	-108.7617397	44.76018274	WY
Sheridan College	-106.9423853	44.76447389	WY
Western Wyoming Community College	-109.2371373	41.59097034	WY
Cheeks International Academy of Beauty Culture-Cheyenne	-104.8166812	41.13418662	WY
Wyotech-Laramie	-105.6211714	41.30354658	WY
University of Wyoming	-105.5793204	41.31177959	WY
American Samoa Community College	-170.7427916	-14.32262848	AS
Guam Community College	144.8089392	13.4406559	GU
University of Guam	144.8039732	13.4330539	GU
Northern Marianas College	145.721728	15.15225333	MP
Institute of Beauty Careers	-66.71949047	18.4684159	PR
M	-66.15718629	18.39588289	PR
American University of Puerto Rico	-66.1866293	18.4070609	PR
American University of Puerto Rico	-66.47865339	18.4340749	PR
American Educational College	-66.15098829	18.39793389	PR
Antilles School of Technical Careers	-66.05920426	18.43841891	PR
Universidad Adventista de las Antillas	-67.11263058	18.20533182	PR
Atlantic University College	-66.11171228	18.35739788	PR
Universidad Central de Bayamon	-66.1807713	18.39886689	PR
Columbia Central University-Caguas	-66.02254125	18.22329284	PR
Carlos Albizu University-San Juan	-66.11390628	18.46657591	PR
Caribbean University-Bayamon	-66.1683133	18.38313889	PR
Caribbean University-Carolina	-65.96003423	18.38019589	PR
Pontifical Catholic University of Puerto Rico-Arecibo	-66.67911245	18.4460089	PR
Pontifical Catholic University of Puerto Rico-Ponce	-66.61713643	18.00165277	PR
Centro de Estudios Multidisciplinarios-San Juan	-66.03579525	18.39395789	PR
Universidad Teologica del Caribe	-66.01061525	18.37393089	PR
Colegio Universitario de San Juan	-66.06652726	18.4285309	PR
Universidad Metropolitana	-66.06164526	18.38718589	PR
Puerto Rico Conservatory of Music	-66.07880927	18.45401891	PR
Center for Advanced Studies On Puerto Rico and the Caribbean	-66.11825928	18.46589291	PR
EDP University of Puerto Rico Inc-San Sebastian	-66.99090755	18.33486086	PR
Emma's Beauty Academy-Mayaguez	-67.14172359	18.20008482	PR
Escuela de Artes Plasticas y Diseno de Puerto Rico	-66.12134628	18.46778291	PR
Instituto Tecnologico de Puerto Rico-Recinto de Manati	-66.47247439	18.4329649	PR
Sistema Universitario Ana G Mendez	-66.06165126	18.38720689	PR
Huertas College	-66.02557025	18.23614985	PR
Humacao Community College	-65.82685519	18.14827682	PR
ICPR Junior College-Arecibo	-66.75932248	18.47806191	PR
ICPR Junior College-Mayaguez	-67.1447606	18.20227982	PR
Instituto de Educacion Tecnica Ocupacional La Reine-Manati	-66.4909924	18.4295599	PR
Richport Technical College	-65.96548623	18.25458285	PR
Instituto de Banca y Comercio Inc	-66.10739128	18.38505589	PR
Instituto Tecnologico de Puerto Rico-Recinto de Guayama	-66.11872627	17.97789977	PR
Instituto Tecnologico de Puerto Rico-Recinto de Ponce	-66.62980243	17.99938377	PR
Instituto Tecnologico de Puerto Rico-Recinto de San Juan	-66.01600125	18.4110999	PR
Inter American University of Puerto Rico-San German	-67.05081856	18.08353279	PR
Inter American University of Puerto Rico-Aguadilla	-67.12166959	18.4678889	PR
Inter American University of Puerto Rico-Arecibo	-66.75900848	18.47509291	PR
Inter American University of Puerto Rico-Barranquitas	-66.30315133	18.18277983	PR
